Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
528,532,"I've been drinking Liquor you can smell it on my breath.  I see some ladies.  People who act real who are black are trying to fuck.  People want to fight who are black
",3,3,2,1,4,2,2,3,2,2,3,2,"Liquor all on my breath.. Bitches all in my sight! Real niggas trynafuck.. Fuck niggas wanna fight
",3,3,2,1,4,2,2,3,2,2,3,2
529,526,"As I watch younger men I notice the trend with the 90's men and I see wherethe trend stopped with us.
",4,4,3,3,2,4,1,2,1,4,2,2,"As I watch younger bruhz I notice the trend with the 90s bruhz and I see wherethe trend stopped with us...
",3,3,2,2,3,3,1,3,1,3,2,2
530,530,"I have a Facebook friend, that shall remain nameless, that posts pictures of things she \""wishes\"" she could get..
",4,3,2,3,2,3,2,2,2,3,2,2,"I have a FB friend dat shall remain nameless that posts pictures of thingsshe ""wish"" she could get...TT
",3,4,3,4,1,2,1,1,1,2,1,1
531,531,"I don't need to feel any type of way because I'm an asshole...That's just in my nature
",3,4,2,1,5,2,1,5,2,3,2,2,"I don't never feel no type of way because I'm an asshole..That's just in my nature
",3,3,1,1,3,1,2,4,1,2,1,2
532,533,"I knew the value of friendship before joining our group, butI never have the words to describe it
",4,3,4,4,2,4,1,1,1,4,1,2,"I totally knew the value of friendship before I was the bruhz tho...justdidn't have words for it.
",3,4,3,3,3,3,3,3,2,2,2,2
533,536,"They can't get the job they want due to criminal and drug checks. They dont' have the perseverance toget the jobs that are available.
",3,2,2,2,3,2,2,2,2,3,2,3,"Can't get the job they WANT due to criminal and drug checks...don't have the perseverance toget the jobs dats available.
",4,4,4,4,1,3,1,1,2,4,2,2
534,535,"When a man moves into a woman's house, the first time he says, \""This is my place\"" makes me laugh every time
",4,3,2,3,2,3,2,2,1,3,2,2,"That moment a guy moves into a chicks house and 1st time he says ""Mycrib"" makes me laugh everytime.
",3,3,2,2,3,2,1,2,1,3,2,2
535,534,"She said \""You are about to miss church\"" while we were sleeping together.I can't finish until my sundae has a cherry on top
",4,3,2,3,1,3,1,2,2,3,2,2,"She said ""You bout to miss church."" while she riding me. I said I like my sundae'swith a cherry on top!
",3,4,2,2,3,2,2,2,2,2,2,1
536,537,"I let my baby sleep. She looks so peaceful but if it were the other way around she wouldn't let me sleep.
",4,3,4,4,2,4,1,1,1,4,1,1,"Im let my baby sleep , she looks so peaceful but if it was the other way aroundshe wouldn't let me sleep
",3,3,4,3,2,3,1,2,1,3,2,1
537,538,"When I'm driving down the avenue these bitches give me attitude. They are screaming\""Charles we are mad at you!\
",3,4,2,1,4,2,3,3,2,3,3,2,"When I'm riding down the avenue.. These bitches give me attitude, they screaming""Charles we mad at you!""
",4,3,3,3,2,3,2,2,2,4,2,1
538,541,"You get less playtime than Steven Novak, and you shoot like Shaun Marion with no handles, like Tyson Chandler
",4,3,2,1,4,3,2,4,2,3,2,2,"you get less playtime than steve novak n shoot like Shaun marion. Witno handles like Tyson chandler
",3,3,3,3,2,2,2,2,3,2,2,2
539,539,"The only reason I don't like working in the dining area is because I hate dealing with drunken customers
",4,3,3,4,2,3,2,2,2,4,2,2,"The only reason I don't like doing the dinning area is cause I hatedealing with drunk ass customers
",3,2,2,2,3,2,3,3,2,2,3,2
540,542,"I am wearing two necklaces but they are not in charge of me. I have dreams.I am not from Philly
",4,3,3,3,2,3,2,2,2,3,2,2,"I got on 2 chains.. But I ain't Tity Boi! Imma dream chaser butI ain't from Philly boy
",3,4,2,2,3,2,3,3,2,2,3,2
541,540,"I don't know how much I can take anymore. I give you all I gotuntil there is no more!
",4,5,3,3,2,3,2,2,2,3,2,2,"Idk how much I could take no more.. I give you all I gottil it ain't no more!
",3,4,2,2,3,2,2,2,2,2,2,2
542,543,"These bitches get around. Even the ones you swore didn't, they do too.\"" I can'tput shit past these hoes
",3,3,2,1,4,2,2,4,2,3,3,2,"These bitches get around. Even the ones you swore didn't, they do too.""Can'tput sht past these hoes
",4,3,3,3,2,3,2,2,1,4,2,1
543,545,"I hate that cancer shit. I’m not sensitive. I’m justinto my feelings a lot.
",3,4,2,2,3,2,2,3,2,3,2,2,"I hate that cancer shit.. I'm not sensitive, I just bein my feelings a lot
",3,3,3,3,2,3,2,2,2,3,2,2
544,544,"More than one person can play that game. I would win
",4,4,2,2,4,2,2,3,2,3,2,2,"But fuck it 2 can play that game.. But I thinkI would play it better
",3,3,2,2,3,3,2,2,2,3,2,2
545,546,"It's an interesting point. Why did they stop the game for a semi-blackout that was still very well lit but not for fog or snow?
",4,3,3,3,2,3,2,1,2,4,2,1,"It's an interesting point. Why do they stop the game for a semi-blavkout (that wad still very well lit), but nitthe fog bowl or snow?
",3,4,2,3,1,2,1,2,2,3,2,2
546,548,"no, but I've always liked the phrase \""Act like you know what you're doing, until you do know what you are doing\"". There hasgot to be a middle ground
",4,3,3,3,2,3,2,1,1,4,2,2,"no, but i've always liked the phrase ""fake it till you make it"". There'sgotta be a middle ground.
",3,4,2,3,3,2,1,2,2,3,1,1
547,547,"Which one of you?  Which one of you?  Which one ofyou going home with Moody
",3,4,2,1,3,2,1,3,2,3,2,2,"Which one of y'all.. which one of y'all? Which one ofy'all going home with Moody?!
",3,3,3,3,2,3,2,2,2,3,2,2
548,550,"I went to go for a run, and went right back inside. Not because of the rain, but because of the wind
",4,3,3,4,2,3,2,1,1,4,2,2,"I went to go run and went right back inside. Not because ofthe rain but the wind.
",3,4,4,3,1,3,1,1,1,3,2,1
549,549,"I was the opposite. I got three episodes in before I realized the girl’s apartment was outside Dionysus. Good show.
",4,3,3,4,2,4,1,1,1,4,1,1,"I was the opposite. I got 3 episodes in before I realized the gitls aptwas outside dionysus. Good show.
",2,2,2,2,2,2,4,1,2,1,5,1
550,552,"If you go out to watch the movie, Snitch, starring The RockThen you're a rat
",3,4,2,2,3,2,2,3,2,3,3,2,"If You Go See That Movie Snitch With The Roc InIt You A MF SNITCH!!!!!!!
",2,3,1,1,4,1,2,4,2,2,4,2
551,551,"Hi Tweety Birds, the Nazarene MBC Youth had an awesome musical last night! You should go!God bless you
",4,3,3,4,1,3,1,1,1,4,2,2,"Hi my Tweety Birds, Nazarene mbc Youth were Awesome last nite at there midnite musical,Go ya'll&God bless u:-) :-) :-)
",3,3,2,3,2,2,2,1,2,2,2,2
552,553,"They think they are about to stay up all night long.I bet they will be asleep within the next ten minutes.
",4,3,4,4,2,4,1,1,1,5,1,2,"* mfs talmbout they about to pull an allnighter knowing they finna besleep in 10 minutes .
",3,2,2,2,3,2,5,3,2,2,5,2
553,555,"I will do anything for the people I consider my best friends. Some of them are Brudda, Diary, my other half, and even more. I have room for more.I'd love for you to join my team as soon as posssible
",4,5,3,4,2,4,1,1,1,4,1,1,"I RIDE FOR ANY NIGGAH I CALL BEST FRIEND . BRUDDA . DIARY . OTHA HALF . ETC . IF U AINT ONE OF DEM I THINK U NEED TO GETON MY TEAM ASAP RNS
",3,4,2,2,4,2,1,3,2,2,5,2
554,554,"Anyone who would act like that is not a nice person. They are fake.I don't care if they know I said that.
",4,3,3,4,2,4,1,2,1,4,1,2,"Anybody who did is a bitch nigga for being fake tellem I said that lls
",2,2,1,1,4,1,3,4,1,2,4,2
555,556,"I hope she screenshot everything because like I said I was just playing the role.
",4,3,2,3,3,2,2,2,2,3,2,2,"I hope she screenshot everything because like I said I wasjust playing the role
",3,4,3,4,2,3,2,2,2,3,2,2
556,559,"I want to lick you from your head to your toes.  But I'm lying. I hate feet, so I'll lick from your head to you know where
",4,3,2,2,3,2,1,2,2,3,2,2,"I wanna lick you from your head to your toes but I'm lying I hate feet so I'll lick fromyour head to you know
",3,3,3,3,1,3,1,1,1,2,2,2
557,558,"So, Bob, are you with that shit? I am laughing like shit! If you fuck with bony-back-ass Lesha beforeyou fuck with me, then respect
",3,4,2,1,4,1,2,4,2,3,3,2,"Soo bob are you with that shit? Lls! You fuck with Boney back ass Iesha beforeyou fuck with me? Respect
",2,3,2,2,3,2,2,2,2,2,2,2
558,557,"Why do black people think you will remember a person if you say their name twice? \""You remember Johnny?\"". No, just black people do.
",2,2,1,1,4,2,3,4,2,2,3,2,"Why do black people think you'll remember a person if they say a name twice? ""You rememberJohnny?"" ""No just black people
",3,3,3,3,1,3,1,1,1,3,1,1
559,562,"Really...? You are giving a blowjob like that? Shaking my head, and I bet you still aren't getting thatretweet that you are craving for
",3,2,2,1,4,2,2,4,2,3,3,2,"really?... You dick sucking like that? Smh and I bet you still ain't get thatretweet you was craving for.
",2,2,2,1,3,1,2,4,2,2,3,2
560,561,"I can't believe that we had such a big lead, but let them come backlike this. The Ravens need to do better
",4,3,2,3,2,3,2,2,1,4,2,1,"Omg we had them beat an we let them come backlike this come on ravens
",3,4,1,2,3,2,3,3,2,2,3,2
561,560,"I need to wake up and go to church so I can ask for forgiveness.I need forgiveness for everything I did last night.
",4,4,3,4,1,4,2,1,1,4,2,1,"Had to get up and go to Church, gotta get all the sinningfrom last night off lol
",3,3,2,3,2,2,3,3,2,3,3,2
562,564,"Yeah, last year they had to drill up my nose and I hadblack eyes and so on.  It was unbelievable
",4,4,3,4,2,3,1,1,1,4,2,2,"yeah last year they have to drill up my nose and I will haveblack eyes and shit smh
",3,3,2,2,3,2,3,3,2,2,3,2
563,563,"I have seen that bitch a handful of times. How does she know howI dress, for real? That's funny
",4,3,2,2,3,2,1,3,2,3,2,2,"I seen that bitch a handful of times how she know hoeI dress for real? Lls
",2,2,2,2,2,1,2,2,2,2,2,2
564,565,"Every high quality man knows if you want to have sex with a girl, You are going to dowhatever it takes to have sex with her
",3,4,2,1,4,2,1,4,2,3,2,2,"Every real nigga know if you tryna fuck a girl.. You gon do what yougotta do to fuck her
",2,4,1,1,4,1,2,4,2,2,3,2
565,566,"One day I was babysitting my little cousin and Jason played tug of war with her. She was stronger than he expected.
",4,3,3,4,2,3,1,1,1,4,1,1,"One day I was babysitting my Lil cousin and Jason was playing tug of war with her... Shewas stronger than he expected.....
",3,2,2,3,2,2,2,1,1,2,1,2
566,569,"One day only sale - everything is 50% off. Cover graphics, promotions, studio time, let me know what kind of quote you want!Send me a message to work out a deal
",4,3,3,4,2,3,2,1,1,4,2,2,"Today only everything half off COVER GRAPHICS.. PROMOTIONS ..STUDIO TIME .. For Pricing In YourDM Let's Make This Bread
",3,4,2,2,4,2,3,3,2,3,3,2
567,571,"The Baltimore Orioles have won the game.  Lets see if they can continue the streak at homeover the next three games
",4,3,3,3,2,3,1,1,2,4,2,2,"The Birds get the W! Now let's see if we can do the same at homewith the next three games.
",3,4,2,3,3,2,1,2,2,3,2,2
568,568,"Taking vitamins to be natural... Obviously it's not natural if youare taking vitamins to get it
",3,2,2,2,3,2,3,2,2,3,3,2,"Taking vitamins to be natural.. Obviously it's not natural if youtaking vitamins to get it
",4,4,3,3,2,3,2,2,2,4,2,2
569,572,"A white lady was literally leaning on the black postal lady. I’m shaking my head. I thoughtI had to record it.
",4,3,2,3,1,3,1,2,1,3,1,1,"White lady was straight leanin on the black postal lady smh thoughtI had to record it
",3,3,3,2,2,2,3,2,2,2,2,2
570,567,"Just saw a fellow African american with a cardboard license plate not even in the window of the carJust right in the car
",4,3,2,3,2,3,1,2,1,3,2,1,"Just scene a nigga with a cardboard license plate not even in the windowjust straight in the car
",1,2,1,1,4,1,3,4,3,1,4,1
571,570,"I'm glad I rushed to the liquore store the day before my family came for Thanksgiving so that I am able to stand having themat my home throughout the day
",4,3,2,2,2,2,2,2,2,3,2,1,"Happy rushing to the liquor store the day before all your family shows up for thanksgiving so you can make itthrough the day day :-D
",3,3,3,3,1,3,2,1,2,3,2,2
572,573,"I am about to go out and try to find some food and beverages. I wish I could meet you.I could go for a drink right now
",4,3,2,4,2,3,2,1,2,3,2,2,"at this rec looking for food n sips"" I wish Icould come out for sips
",3,2,2,3,1,2,3,2,2,2,3,3
573,574,"I am sipping now on my boo's cooking so I will tell you aboutSpecial Victims Unit. Go have fun, boo
",3,3,2,3,2,3,1,2,1,3,2,2,"I'm sippin now n my boo cookin so I will tell u aboutSVU go have fun boo
",2,2,2,2,1,2,2,1,2,2,2,2
574,575,"It amazes me how people won't even have a Twitter, but willknow everything that's going on
",4,3,2,3,2,4,2,2,1,4,2,2,"It amazes me how ppl won't even have a twitter but willknow everything that's going on!
",3,2,2,2,2,2,2,1,1,3,2,2
575,579,"If you start to feel stressed out in your chest, thinking that youare about to lose, it's true
",4,3,2,3,2,3,1,1,2,3,2,1,"If you get to feeling stressed up in your chest thinking youabout to lose! It's true
",3,4,3,2,2,2,2,2,2,2,2,1
576,577,"My day is going the opposite way. I just jumped out of the car with it in Drive
",3,2,2,2,2,2,4,2,2,3,3,2,"My day going the opposite way I just jumped out thecar with it in drive""
",4,3,3,4,1,3,2,1,1,4,1,1
577,576,"Donte, Biggy Smalls, Chian, Faith Evans and me are the same.Lil Kim is better than that
",4,3,2,2,3,2,2,2,2,3,2,2,"Donte biggy smalls Chian faith Evans and I'm lil Kim ""Lil Kim got betta pussy
",3,4,2,1,4,1,1,4,2,2,2,1
578,578,"Big ones too.\"" So, you think you are better than me, huh! I'mcoming through, shining, on you all
",4,3,2,1,4,3,1,3,2,3,2,1,"big ones too"" so u think u better then me huh! I'mcome through shining on y'all
",3,3,2,2,3,2,2,2,2,2,2,2
579,581,"No, you should only need a wash and a style and it should beplenty! Do you like it
",4,3,3,4,2,3,1,1,2,4,2,2,"no u should only need a wash & style and it should bemuch! Do u like it?
",3,4,2,3,2,2,2,2,2,2,2,2
580,582,"I want to try a milkshake  so bad, but too scared I'm going to be addicted to yesgod.  They are the devil
",3,2,2,1,3,2,3,3,2,3,3,2,"I wanna try a caramel frappe so bad, scared imma be addicted too"" yessgawd!! They are the devil
",3,2,2,2,3,2,2,2,2,3,3,2
581,580,"If I don't like you then that says a lot about you! Because I get along with everyone.
",4,3,3,3,2,3,2,2,2,4,2,2,"If I don't like you then that's says a lot about you! CauseI get alone with everybody
",3,4,3,3,2,3,2,2,2,3,2,2
582,584,"I just needed time to clear my mind and ask myself “why didn’t I handle him”? “why didn’t I handle him”?
",4,3,2,3,4,3,2,2,2,3,2,2,"I just needed time just to clear my mind and ask myselfWhy I didnt handle him?
",3,4,4,4,2,3,2,1,1,3,1,1
583,585,"Why are social network men so messy, I'm laughing.\"" They are oldclowns with something to prove
",4,3,2,2,3,2,2,3,2,3,3,2,"Y are social network niggaz so messy lol "" they oldclowns with something to prove
",3,3,2,1,4,1,2,4,2,2,2,1
584,586,"Unless we know them, these women owe us nothing other than that it'sYOUR man that is wrong. Right
",4,3,2,2,4,3,2,3,2,3,2,2,"These females owe us no loyalty unless we kno them other then that it'sYOUR MAN THATS WRONG Right
",3,2,3,3,2,3,2,2,2,2,2,2
585,583,"If you think I was upset when I heard about that other girlI already knew about it
",4,3,2,3,3,3,1,2,2,4,2,2,"If you think I caught a feelin' when I heard about that other chickI already knew about it!
",3,4,2,2,2,2,2,3,2,3,2,2
586,587,"My boyfriend has been spending time with another girl and she's taking him away from me. He is mine and I'm not threatened by her
",4,3,3,4,2,3,1,1,2,3,2,2,"Well my boyfriend girlfriend has been takin him away from me ""no minessssher lil ugly ass ""
",2,2,1,1,4,1,3,4,3,2,4,2
587,589,"Am I the only one who wants to see The Hunger Gams?  No,I do.  It looks good
",4,3,3,4,2,3,2,1,2,3,2,2,"Am I the only 1 that wants to see the hunger games""noI do"" it looks good
",2,2,2,3,1,2,3,2,2,2,3,1
588,590,"I don't like carrying an umbrella. This rain is cold
",4,3,3,4,2,3,2,2,2,3,2,2,"I don't like carrying umbrellas I rather just ... But this rain cold !out there !"" Yes gawd
",3,2,2,3,2,2,3,2,2,2,2,3
589,591,"\""That rain is very inconvenient.\""  Yes, it is.  \""I just wish it would stop.\""You aren't the only one
",4,3,4,4,1,4,1,1,1,4,1,2,"That Rain In Da Fuccin Way"" yes it is"" I Just Wish It Stop""u ain't the only 1
",2,2,2,1,4,1,4,4,1,1,5,2
590,592,"You didn't even say hi to me.  Dead fucking last I know a man's a little busy.I've come to pass through
",4,3,2,3,2,3,1,2,1,3,2,2,"You didn't even holla at a real nigga ....dfl"" I know mannn a lil busy !! LolI'm come pass tomar though!
",3,3,2,1,3,2,1,3,2,2,2,2
591,588,"Mike just bit me in the face and is acting really goofy. I asked him to come and pick up his son. He said he is on his way.
",4,3,2,3,2,3,1,2,1,4,1,1,"Mike just bit me in the face, he acting real goofy""o yea tell him come get his son ""ard he said he coming
",2,2,1,2,3,1,4,3,3,2,4,2
592,593,"I really do not know how to lie. I always get caught up in it or I tell on myself.Man, I am working on it.
",4,3,2,3,1,3,2,1,1,4,2,2,"I really don't know how to lie"" I always get caught up or tell on myself""man I'm working on it
",3,4,3,3,1,2,2,1,1,3,2,2
593,594,"If something happens to me, I just want to say that my life has been threatened.It has happened a few times this month
",4,3,2,2,4,2,3,2,2,3,3,2,"I just want to say that if something happens to me, know that my life has beenthreatened several times this month.
",3,4,3,3,2,3,2,1,2,4,2,2
594,595,"He has all his weapons now.  The bye week is over.  Tom Brady, #12,and also the Patriots defense
",4,3,2,3,4,3,2,2,1,4,2,2,"he has all his weapons now, the bye week is over. TB12and also the pats D.
",3,4,3,3,2,3,2,1,1,3,1,2
595,596,"I just saw an Andre Williams highlight from a different game. How is he different from hiscontemporaries? Please tell me, sir
",4,3,3,3,2,3,2,1,2,3,2,2,"just saw a Andre Williams highlight from different game. How is he different from hiscontemporaries? Please school me sir.
",3,4,2,2,3,2,3,2,2,2,3,2
596,597,"Everyone puts everything on Twitter. You are taking your last breath while Tweeting out\""RIP to me everyone\""
",3,2,2,2,2,2,1,2,2,3,2,2,"y'all fuckers put everything on twitter , you taking yo last breathes updating a tweet saying""r.i.p to me y'all ""
",2,3,1,1,3,1,1,3,2,2,2,2
597,599,"If he broke up with you then he is no longer interested. He changed his number so he could talk to other women.He is no longer interested and you need to accept that
",4,3,3,4,2,3,1,1,1,4,2,1,"If the nigga dnt want u he dnt want u changing his number to another phone to talk to his other bitches still meanshe dnt want u! dumbass
",2,2,1,1,4,1,2,4,1,1,3,1
598,600,"I'm not checking my timeline on Twitter anymore.  All of you talk about some of the dumbeststuff and everybody's a deep thinker
",4,3,2,2,1,3,2,2,1,3,2,2,"I'm not check my TL no more, y'all talk about some of the dumbeststuff and everybody DEEP THINKERS
",3,2,2,1,1,2,2,1,2,2,1,1
599,598,"You are a piece of trash. Please stop acting like you are better than me.I can't handle being treated like that
",3,2,2,1,4,2,1,5,2,3,3,2,"You Eat Dicks For A Living, Talking Bout Don't Drink OutMy Bottle Cant Zeal
",2,2,1,1,4,1,5,4,3,1,5,1
600,601,"I have always acted the same! I never changed how I acted and some people love me for it, and others stopped bothering me because of it. Either waythe truth is I've always been the same
",4,3,3,3,2,3,2,2,2,3,2,2,"I always been the same ! I never changed .. People love me for it , and others stopped messing with me because it eitherway ! Truth was me
",3,3,2,3,2,2,2,2,2,2,2,2
601,602,"It is crazy how amazing the power of the black man is! You should try being a whiteman! It is freaking amazing! I am laughing my fucking as off
",3,3,2,1,4,2,3,4,2,3,3,2,"Crazy how amazing the power of the Black man is!!"". You should try being a whiteman! Its freaking amazing!!!! Lmfao!
",4,4,3,2,3,3,2,2,2,4,2,2
602,603,"I can't believe how badly my leg is hurt from a bus accident.You should sue the driver
",4,3,3,4,2,4,1,2,1,4,2,1,"wtf yo, i just fucked my leg up in a bus accident.. stupid assdriver ""sue them niggas bro
",2,2,1,1,4,1,3,4,2,2,4,2
603,604,"Is it possible there is a new Champion?The title would fit Big Shows well
",4,3,3,4,2,3,2,2,2,4,2,2,"Could we be looking at a new Champion. The title would lookgood on Big Shows shoulder.
",3,4,3,3,2,4,2,2,2,3,2,2
604,605,"Let's go to the country. I can't wait to see what kind of outfit Santino will be in.I wonder what Khali will wear
",4,3,3,4,2,4,1,1,1,4,2,2,"goes country.. I can't wait to see what kind of outfit santinoand khali will appear in.
",3,2,2,3,2,2,3,2,2,2,3,3
605,606,"So Goldberg Jr. has a challenge for anyone on the roster. He can wait to see who accepts the challenge.
",4,3,3,4,2,3,2,1,2,4,2,1,"So Goldberg jr. Has a challenge for anyone on the roster can wait tosee who accepts the challenge
",3,2,2,3,1,2,2,2,3,3,3,2
606,607,"I'm not going to let her get to me.I'm going to change up the recipe
",4,4,4,5,1,4,1,1,1,4,1,1,"MerrillHood Nigga Ah Bitch Cant Get the Rest Of Me Acky Nd The kitchen Ad HeFlipping Up The recipe .......
",2,2,1,1,5,1,5,5,3,2,5,1
607,609,"They say you can't turn a bad girl good because when a good girl turns bad, she's gone forever. Now, I have to live with the fact that Idid her wrong..
",4,3,2,3,3,3,1,2,2,3,2,2,"They say you cant turn a bad gurl good cuz when a good gurl turns bad shes gone forever. Now I gotta live wit the fact Idid her wrong f ...
",2,2,2,1,2,1,4,3,2,1,4,1
608,608,"I'm singing.  An erection in the morning makes me feel fine.  Damn it, I forgot the words.Ha, ha.  Good morning, then.  Ha, ha
",3,3,2,3,2,2,2,1,2,3,2,2,"*singing* morning wood makes me feel fine-ine...... damn I forgot the wordslol Good morning then lol
",3,3,2,3,2,2,3,1,2,2,1,2
609,611,"Psalm 40:9. \""I have preached righteousness in the great congregation: lo, I have not refrained mylips, O LORD, thou knowest.\
",4,4,3,4,2,4,1,1,1,5,1,1,"Pro 40:9 I have preached righteousness in the great congregation: lo, I have not refrained mylips, O LORD, thou knowest.
",3,3,2,3,3,3,1,2,1,4,1,1
610,610,"I changed lanes and the police tried to follow me, but I was able to evadethem. I'm laughing and I partied tonight
",4,3,3,4,2,4,2,1,2,4,1,2,"Changing lanes the opps tryna catch me im ghost on theyass lmao over turnt tonight
",2,4,2,1,4,2,4,3,1,2,3,1
611,612,"You can call me ugly and I still would not give a fuck because that is dumb as fuck!
",4,4,3,1,4,2,2,4,1,3,3,2,"Yhu can call me ugly ' & i still wouldnt give af ' cause thata be dumb af !
",3,3,2,2,3,2,1,3,1,2,3,2
612,616,"Jameis Winston is the big man on campus at Florida State.  I highly doubt he has to rape any woman.  That white girl wants moneyto pay of student loans
",3,3,2,1,4,2,1,4,2,3,2,2,"Jameis Winston is the man on Florida St campus. I highly doubt he has to rape any bitch. That white bitch want money2 pay off student loans
",2,3,1,1,5,1,1,5,2,2,1,2
613,614,"I'm really trying to attend an Auburn University game before the season is over.  University of Georgia, hopefully, because I can'tafford tickets for the damned Iron Bowl
",4,3,2,3,2,3,1,1,2,3,2,2,"I'm really trying to make an AU game before the season is over. UGA hopefully cause I can'tafford no damn iron bowl
",3,4,2,2,2,2,1,2,2,2,1,2
614,613,"Can you believe that this morning I felt fine, but now I don't feel good atall. I hate being sick
",4,3,2,3,1,3,2,1,2,3,2,2,"Ok so this morning I was fine but I don't feel good atall I hate being sick.
",3,2,2,3,1,2,2,1,2,2,2,2
615,615,"I saw them by the bridge last night. There were six buses. I hope the damage wasn't too bad
",4,3,3,4,2,4,1,1,1,4,2,1,"I saw them by bridge street last night. 6 buses. And Ihope it ain't too ugly
",3,2,2,3,3,2,3,2,2,2,3,2
616,617,"No, fuck Bama. Baylor needs to lose and I don’t know why Oregon is even still up there.
",3,3,2,1,4,2,2,4,2,3,3,2,"naw fuck bama. Baylor need to lose and I don't know why Oregonis still even up there
",3,3,3,2,3,2,2,2,2,3,2,2
617,618,"Father, God Bless you, to thank you for your Prayers, and WeLove you all. In Jesus Christ, Amen
",4,3,4,5,1,3,1,1,1,4,2,1,"Father God Bless you to thank you for your Prayers and WeLove you all in JesusChristName.
",3,4,3,4,1,3,1,1,1,3,1,1
618,619,"Hate that when I go on break, and I don't have a missed text, phonecall, FaceTime, or anything, shaking my head
",4,3,2,3,2,3,2,2,2,3,2,2,"Hate when I come to break n I don't have a missed text phonecall FaceTime or nothin smh
",3,2,3,3,2,2,2,2,1,2,2,2
619,620,"The woman was calling those guys \""brothers\"" and \""cousins\"" after they gave her a date rape drug!I'm shaking my head in amazement.  Women say some crazy things.  I'm laughing so hard
",4,3,2,2,2,2,1,2,1,3,2,1,"Bitch Calling Niggas There Brothers & Cousins After They G Her OutSmh!!! Shit Bitches Say Lmao
",2,2,1,1,4,1,3,4,3,1,4,1
620,621,"I had the Yo Gotti album weeks before it came out. I just finished listening to it. That song is a classic!
",4,3,3,4,2,4,2,1,2,4,1,2,"Even Tho I Had Yo Gotti - I Am Album Weeks Before It Came Out... Just Got Finish Listening ToIt & It's A Classic!!!!!
",3,4,2,3,3,2,4,2,2,2,3,2
621,624,"This shit-crazy feeling for hope and for a speedy recover! I know heis going to take his time
",4,3,2,3,1,3,2,1,2,4,2,2,"This shit crazy feelin for hope for speedy recovery! I know hegoin to take his time!
",3,4,2,3,1,2,2,1,1,3,1,2
622,626,"That little, ugly, girl is hot. I am going to let her think she did something that she is not doing. Shit, her man is begging me to stop so I will.I guess she is sick.
",3,3,2,1,4,2,1,3,2,3,3,1,"That LITTLE UGLY GIRL HOTT IMA LET HER THINK SHE DID SOMETHING SHE ANIT DO SHIT HER MAN BEGGIN ME TO STOP SO ILLDO ..I GUESS SHE SICK
",2,2,1,1,4,1,4,4,3,1,3,1
623,623,"I really enjoyed the Tribute. Even though we were not supposed to hear, we remember her fondly.Who do you think will be next?
",4,3,4,5,1,4,1,1,1,4,2,2,"thoroughly enjoyed the Tribute. We remember her fondly though we were not supposed to hear, wedid. Who will be next?
",3,4,3,3,1,3,1,1,1,3,2,2
624,625,"Boys out here crack me up when they are with their girl! They try to let you know that they are together by grabbing theirass and shit like that
",3,3,2,1,4,2,1,3,2,2,3,2,"Niggas out here crack me up when they wit there chick! They try to let u know that they 2gether by grabin thereass & shit like that!
",2,3,2,1,4,1,1,3,2,1,3,2
625,622,"BCU 29 wins over FAMU 10. The FAMU Marching 100 is back but they couldn't handle the BCU Wildcat marching band.
",4,3,2,2,3,3,2,2,2,3,2,1,"BCU 29 FAMU 10. The FAMU Marching 100 is back, but they couldn't handlethe BCU Wildcat Marching Band.
",3,3,3,4,2,4,1,1,2,3,1,2
626,628,"School and basketball with my son takes up all of my time. I need a home cooked meal.What happened to you cooking
",4,4,3,3,2,3,2,2,1,4,2,2,"School & basketball wit my son takes all my time I need a home cooked meal ""what happened to u cooking??""
",3,3,2,2,3,2,3,3,2,3,3,2
627,627,"I don't want to go out tonight, but it's a celebration that I don'tthink I want to miss.\
",4,3,3,4,2,4,2,1,1,4,2,2,"I don't wanna go out tonight but it's a celebration that I don'tthink I sure miss ""
",3,2,2,3,1,3,2,1,2,3,2,2
628,629,"They are only good on the grill!  I love turkey burgers and I want one now
",4,3,3,3,2,3,1,1,2,3,2,2,"They only good on the grill!! I Luv turkey burgers nI want one now ""
",3,4,2,2,2,2,2,2,2,2,2,2
629,630,"My next girlfriend will not smoke.  I don't even smoke, so why would I wantyou, with your terrible bad breath, to smoke
",4,3,4,4,2,4,1,1,1,4,2,1,"My next bitch will not smoke iont even smoke so why would I wantyo stank breath ass to
",2,2,1,1,4,1,4,4,3,1,4,2
630,631,"My mother has at least ten sores on her body from head to toe, and some of them are very severe.They could take longer than a year to heal
",4,3,2,3,2,2,2,1,2,2,3,2,"My mom has about 10 sores on her body, from head to toe, some of them so severe, that her doctor estimates it wouldtake a year/more to heal
",4,4,3,4,1,3,2,1,1,3,1,2
631,634,"Vic is fucking my old bitch, Nunu. She's acting like she didn't fuck him. Bitch, that's my friend, you thinkhe isn't going to tell me
",3,3,2,1,4,2,3,4,2,2,3,2,"Vic fuckin my old bitch nunu she acting like she didn't fuck him bitch that's my Brova u thinkhe not gonna tell me
",3,4,3,2,3,2,2,2,2,2,2,2
