Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
493,493,"What I also see are vacation pictures of clearly the same place, but no pictures postedtogether (I've done it)
",4,2,3,3,2,4,2,2,2,4,2,2,"What i also seen is Vacay pix of clearly the same place but NO pix postedtogether (ive dont it lbs)
",2,2,3,2,2,2,4,2,3,2,4,4
494,494,"Mogs is going to be mad but I don't remember Mike ever cooking this well.This has lasted so long.
",3,2,3,3,2,2,2,2,2,3,3,2,"mogs gonna be mad but yes...I don't remember Mike cooking at this kind of efficiency overthis long of a stint...
",3,2,3,3,2,3,1,1,1,4,2,1
495,495,"Winter this year hasn't been too bad until now. It is so cold outside
",3,2,3,3,1,3,1,1,2,4,2,2,"Chiaaaaa hiver de cet annee la bougo des faoncon il neige pas la cecome sa il fait froid
",2,3,2,2,3,1,4,3,3,2,4,3
496,496,"I don't know who blackmailed the Pope but it must been some guys with a lot of money and powerin the word with a lot of evidence.
",3,2,3,3,2,3,2,2,2,3,2,2,"I don't know who blackmailed the Pope but it musta been some guys with big money and powerin world with crazy evidence.
",2,3,3,2,3,2,3,3,3,2,4,3
497,497,"The fucked up thing about religion is that it is based on interpretation and people's intentionsare often biased and questionable. 
",3,3,2,1,4,2,2,4,2,3,3,2,"The fucked up thing about religion is that it is based on interpretation, and people's intentionsare often biased & questionable.
",3,3,2,1,4,3,1,4,2,4,2,1
498,498,"These children, are the children of parents whose parents were on drugs, and even though I have professional problem solving experience, I don't knowhow to begin to help them
",3,2,3,3,2,3,2,2,2,3,2,2,"These Babies are the Crack Babies Babies...and even my professional problem solving ass don't knowwhere to begin 2 help
",2,2,1,1,4,1,4,5,3,2,5,2
499,499,"Hello, is it possible for me to review your service and how it works on Global System for Mobilesphones like the Nexus 5?
",4,3,4,4,1,4,1,1,1,4,2,2,"Hello is it possible for me to review your service on and how will it works on GSMphones like the Nexus 5
",3,3,4,4,1,3,2,1,2,3,3,3
500,500,"In Wisconsion with my software program developers and military enlisted men.  Oh it feels great to be the coolest guy in the building laughing out lou
",3,3,2,2,3,3,1,3,2,3,3,1,"In Wisc with my Geeky Developers and DBAs...awwwwh feel good 2 be the coolestguy in the building lol
",3,3,3,2,2,2,3,3,2,2,4,3
501,501,"Are you ever on the train and you see someone who you believe you would have to punch if a fightstarted? No? Okay, never mind
",3,3,3,3,2,3,1,2,2,4,2,1,"U eva on train and your eyes lock on the 1 person u know u gotta steal on 1st if shitbroke out? Naw? Ok nvm
",2,4,2,1,4,1,4,4,3,1,4,3
502,502,"Hello, fellow Asshole Greeks, what's the name of the Iota Founderthat became a Nupe again
",2,3,2,1,4,1,2,5,3,3,4,2,"Hell Fellow Asshole greeks, What's the Name of the Iota Founderthat became a Nupe again?
",2,3,2,1,4,1,1,5,3,4,4,2
503,503,"Hello fellow fraternity brothers, what's the name of the Iota Founder that became a Kappa Alpha Psi member again
",3,3,4,4,2,3,1,1,2,4,2,2,"Hey Fellow Asshole greeks, What's the Name of the Iota Founderthat became a Nupe again?
",3,3,1,1,4,1,1,5,2,4,4,2
504,504,"I'm laughing, Chaz was too funny in that last skit, and were the pillows supposed tobe, like, two butt cheeks? That's funny
",3,2,4,4,1,3,2,2,2,4,2,2,"Lol Chaz was too funny in that last skit and were the pillows supposed tobe like 2 bootycheeks? Lol
",2,2,3,2,1,1,3,3,3,2,4,4
505,505,"I see people post on their page and it shows up in my timelineand I get alarmed
",4,3,3,4,2,4,2,1,2,4,2,2,"I see ppl post on they page and it show in my TLand I get freaked out.
",2,3,2,2,3,1,4,3,4,2,4,4
506,506,"But to answer your question, they did nothing to me. It is just colorful commentary. I used to use this analyticskill for evil, though.
",4,3,4,4,2,4,1,1,1,4,2,2,"but to answer ur question, they did nothing to me...its just color commentary, I use to use this Analyticskill for evil tho lbs
",3,3,3,2,3,2,3,3,2,2,4,4
507,507,"If you really love me and cared about me, you would have stayed  by my side, not turned your back on me and said lies about me
",3,4,2,2,3,3,1,3,2,4,2,1,"If you really love me an cared about me you would have stayed by my side not turn your back on me ansay false shit about me
",2,4,1,1,4,1,2,4,3,3,4,1
508,508,"In 2009, I was purposely rejecting girls because I knewI was doing too much..
",3,3,3,3,2,3,2,2,2,4,2,2,"In 09 I was purposely sending chicks off cuz I knewI was doing 2 much...
",2,4,2,1,4,1,3,4,3,2,4,3
509,509,"Man, I hate that I got involved with these women. I choose to be a mother of my kids. There--selfish and bitter! Not at first,but yes, it came out
",3,4,2,2,3,3,1,3,2,4,2,1,"Man I hate I got involved with these women I choose to b a mother of my kids there selfish and bitter! Not at firstbut ya it came out!
",2,4,2,1,4,1,3,4,3,2,4,2
510,510,"He doesn't understand. He had a hard time staying in the league because he was so full of himself. He also struggled with a lack of defense.
",3,3,3,3,2,3,1,2,2,4,2,1,"he just don't get it! That cockiness is what made it hard for him to stick in league(aside from lack of defense)
",2,3,2,2,3,2,3,3,3,2,4,2
511,511,"There's more than 30 women in Houston right now that are finally understanding thatthey don't have 'it' anymore
",4,2,3,2,3,4,1,3,2,4,2,2,"Its 30+ chicks in Houston right now dats finally ""getting it"" in they head datthey aint got it anymore...
",2,2,2,1,4,1,4,4,3,2,4,2
512,512,"I guess I will get a haircut tomorrow... I'm the worst at going to do thisduring the winter time
",4,2,3,3,1,4,1,1,1,4,2,3,"I guess I will get a hair cut 2morrow...I'm the worse inthe winter time with this.
",2,2,3,3,1,2,4,1,3,2,4,3
513,513,"Is there no way to make a lot of money from this? Can you help me find a way? I have too much ammunition for this
",3,4,2,2,3,2,1,2,2,3,3,3,"So Rich Dollaz is a Nupe huh? Yall just gimme way 2much ammo for greek slander...
",2,3,1,1,4,1,2,4,3,2,4,2
514,514,"I have four automatic assault rifles, no nine millimetre handguns, so I'm ready and you are not. I'm considering attacking you, because you made a mistake insulting one ofmy favorite rappers. I'm serious
",2,4,1,1,5,2,2,5,4,3,4,1,"Got 4 choppas no 9's out I'm recess you timeout I'm playing wit it you fouled out be snapping one ofmy fave rappers no lie
",2,3,3,1,4,2,4,5,3,2,4,3
515,515,"So you're saying that if he cooks he is gay? There is no way to win, I'm confused. They are single because they are damaged goods.
",3,2,3,2,3,3,2,3,3,3,3,2,"den if he do cook he ghey? See no win...they confused B. Theysingle cuz they Damaged Goods.
",2,2,3,1,3,1,4,4,4,2,5,3
516,516,"Have you ever seen nonsense on the internet and wonder why people think they are so cool? I am probably a little harsh
",3,2,3,3,2,4,1,2,2,4,2,2,"U eva seen some ish someone Stunting on, on these internets and u think 2 ur self ""dats not fancy tho..""? I guess imma hater.
",2,2,2,1,3,1,4,4,3,2,5,3
517,517,"Damn!  Who runs to his ex every time something goes wrong in his current relationship?Where do they do that
",3,2,2,3,2,3,2,2,2,3,2,3,"Damn who runs to there ex mate everytime sumthin goes wrong in yo current relationshipwhere they do dat at
",2,2,1,1,3,1,4,4,3,1,4,3
518,518,"I'm living and learning that life is full of life lessons, and I will never go down this road again. Being an upstandingcitizen gets me no where
",3,3,3,3,2,3,2,2,2,3,2,2,"Im living and learning life is full of life lessons and i will neva go down this rode again being a goodnigga gets me no where
",2,3,2,1,4,1,4,4,3,2,5,3
519,519,"That would fall into HIS problem... I'm more-so wondering why women view it so negatively... othan than the pictures look funny
",3,3,3,2,3,2,1,3,2,3,3,2,"that would fall into HIS problem..I'm more so wondering why woman view it sonegativity...other than Pictures look funny
",2,3,3,2,3,2,2,3,3,2,3,2
520,520,"I don't know why her little self thinks she's so big and bad.  But I'll bring you back back down to reality baby
",3,4,2,2,4,3,2,4,3,3,3,2,"Idk why her lil ass think she so big and bad.. But I'll cut youback down to size baby
",2,4,1,1,5,1,3,5,4,2,5,3
521,521,"I am going to place an order for that one time and then I'll call back and tell them. I did not like that at all
",3,3,4,4,2,4,1,2,2,4,2,3,"maaaan imma order dat shitfor ONE wkend den call back and sayI didn't like it lol
",2,4,1,1,4,1,4,5,3,2,5,3
522,522,"You are right though, that's funny.... Boys think the Vikings are sweet! It was a good game, and Romo did his thing
",3,2,3,4,2,3,2,2,2,3,2,2,"you right though lol.. Niggas think the Vikings sweet! It was a good gameand Romo did his thing
",2,2,2,1,4,1,3,4,3,2,4,2
523,523,"Are you asking about my weight? That's my old number. It was when I was high.
",3,2,3,3,2,3,2,2,2,3,2,2,"as in Weight??? Sheeeid dats my old playing weight. And apparently Iwas ""cracked out"" den lol
",2,2,2,1,3,1,4,4,3,2,4,3
524,524,"In order for a female to get the respect mom’s get, she would have to be the most loyal female in the world. These bitches...
",2,3,1,1,4,1,1,5,3,3,4,2,"in order for a female to get the respect moms get.. She would have to be the most loyal femalein the world these bitches...
",2,3,1,1,4,1,1,5,3,3,4,2
525,525,"Lie because it gets the best results (his goal). If it was cut and dry about sex, itwould go into the man's favour..
",3,4,2,1,4,2,1,4,2,3,3,2,"lie cuz it get best results (his goal). If it was cut and dry bout sex itwould go into man favor...
",3,4,2,1,4,2,1,4,2,3,3,2
526,526,"But if a guy saying to you \""we can be in a relationship,\"" he is in the wrong if hisintentions are just to have sex... but...
",3,3,3,3,2,3,2,2,2,3,2,2,"but if a guy playing the ""we can be in a rs"" game he dead wrong if hisintentions is just to hit..but...
",2,4,2,2,3,1,4,3,3,2,4,3
527,527,"As I watch younger men I notice the trend with the 90's men and I see wherethe trend stopped with us.
",3,2,3,3,2,3,2,2,2,3,2,2,"As I watch younger bruhz I notice the trend with the 90s bruhz and I see wherethe trend stopped with us...
",3,3,3,2,3,2,2,3,2,3,4,2
528,528,"I always expect the worst, and hope for the best... That's the easiestway to NOT be disappointed.
",3,3,4,3,2,2,1,1,2,3,3,3,"I always expect the worst and hope for the best.. The easiestway to NOT be disappointed
",3,3,4,3,2,2,1,1,2,3,3,3
529,529,"That is some crazy team! I see the Zillow emails too; it isonly in pockets of the city.
",3,2,3,3,2,3,2,2,2,3,2,2,"dats some foogazy ish team! I see dem Zillow emails to...itsonly pockets of the city.
",2,2,2,1,3,1,4,4,3,2,4,3
530,530,"For your information, that doesn't motivate me... My normal gene pool makes me naturally fit... you little boyshave to work for it
",3,2,2,2,3,3,1,3,2,4,2,3,"fyi dat doesn't motivate me...My normal gene pool makes me naturally fit...you lil niggazhave to work for it.
",2,2,1,1,5,1,3,5,4,2,5,3
531,531,"I have a Facebook friend, that shall remain nameless, that posts pictures of things she \""wishes\"" she could get..
",3,2,3,3,2,3,1,1,2,4,2,2,"I have a FB friend dat shall remain nameless that posts pictures of thingsshe ""wish"" she could get...TT
",2,2,3,2,2,1,4,2,3,2,4,4
532,532,"I don't need to feel any type of way because I'm an asshole...That's just in my nature
",3,4,3,1,4,3,1,5,2,4,2,3,"I don't never feel no type of way because I'm an asshole..That's just in my nature
",2,4,3,1,4,1,4,5,4,2,5,3
533,533,"I've been drinking Liquor you can smell it on my breath.  I see some ladies.  People who act real who are black are trying to fuck.  People want to fight who are black
",2,3,2,1,3,2,2,4,3,3,4,2,"Liquor all on my breath.. Bitches all in my sight! Real niggas trynafuck.. Fuck niggas wanna fight
",1,4,1,1,5,1,3,5,4,2,5,3
534,534,"I knew the value of friendship before joining our group, butI never have the words to describe it
",4,3,4,4,2,4,2,1,2,4,2,2,"I totally knew the value of friendship before I was the bruhz tho...justdidn't have words for it.
",3,4,2,2,3,2,3,3,3,2,4,3
535,535,"She said \""You are about to miss church\"" while we were sleeping together.I can't finish until my sundae has a cherry on top
",3,4,3,3,2,3,2,2,2,4,2,3,"She said ""You bout to miss church."" while she riding me. I said I like my sundae'swith a cherry on top!
",2,4,1,1,4,1,4,4,3,2,4,2
536,536,"When a man moves into a woman's house, the first time he says, \""This is my place\"" makes me laugh every time
",3,2,4,3,2,3,1,2,2,4,2,2,"That moment a guy moves into a chicks house and 1st time he says ""Mycrib"" makes me laugh everytime.
",2,3,2,1,3,1,4,4,3,2,5,3
537,537,"They can't get the job they want due to criminal and drug checks. They dont' have the perseverance toget the jobs that are available.
",4,2,3,3,2,4,1,2,2,4,2,3,"Can't get the job they WANT due to criminal and drug checks...don't have the perseverance toget the jobs dats available.
",2,1,2,2,3,1,4,3,3,2,4,4
538,538,"I let my baby sleep. She looks so peaceful but if it were the other way around she wouldn't let me sleep.
",4,3,4,3,2,3,1,1,1,4,2,2,"Im let my baby sleep , she looks so peaceful but if it was the other way aroundshe wouldn't let me sleep
",2,3,3,3,2,1,4,1,3,2,4,2
539,539,"When I'm driving down the avenue these bitches give me attitude. They are screaming\""Charles we are mad at you!\
",3,3,2,1,4,2,1,5,3,4,4,2,"When I'm riding down the avenue.. These bitches give me attitude, they screaming""Charles we mad at you!""
",2,3,2,1,4,1,4,5,4,2,5,4
540,540,"The only reason I don't like working in the dining area is because I hate dealing with drunken customers
",3,2,3,4,2,4,1,2,2,4,2,2,"The only reason I don't like doing the dinning area is cause I hatedealing with drunk ass customers
",2,2,2,1,3,1,3,4,3,2,4,3
541,541,"I don't know how much I can take anymore. I give you all I gotuntil there is no more!
",4,5,2,3,3,4,1,1,2,4,1,1,"Idk how much I could take no more.. I give you all I gottil it ain't no more!
",2,5,2,1,4,1,3,4,3,2,4,2
542,542,"You get less playtime than Steven Novak, and you shoot like Shaun Marion with no handles, like Tyson Chandler
",3,3,3,2,3,3,2,3,2,3,2,2,"you get less playtime than steve novak n shoot like Shaun marion. Witno handles like Tyson chandler
",2,3,3,2,3,2,3,3,3,2,3,4
543,543,"I am wearing two necklaces but they are not in charge of me. I have dreams.I am not from Philly
",3,4,3,3,2,3,2,2,2,4,2,2,"I got on 2 chains.. But I ain't Tity Boi! Imma dream chaser butI ain't from Philly boy
",3,4,2,2,4,2,3,3,3,3,4,2
544,544,"These bitches get around. Even the ones you swore didn't, they do too.\"" I can'tput shit past these hoes
",2,3,2,1,4,1,2,5,3,3,4,2,"These bitches get around. Even the ones you swore didn't, they do too.""Can'tput sht past these hoes
",2,3,2,1,4,1,2,5,3,3,4,2
545,545,"More than one person can play that game. I would win
",3,4,4,3,3,3,1,2,2,4,2,2,"But fuck it 2 can play that game.. But I thinkI would play it better
",3,4,2,1,4,2,3,4,3,3,4,3
546,546,"I hate that cancer shit. I’m not sensitive. I’m justinto my feelings a lot.
",3,3,3,2,3,2,1,4,2,3,4,2,"I hate that cancer shit.. I'm not sensitive, I just bein my feelings a lot
",3,3,3,2,3,2,4,4,2,3,4,2
547,547,"It's an interesting point. Why did they stop the game for a semi-blackout that was still very well lit but not for fog or snow?
",3,3,3,3,2,3,2,2,2,3,2,2,"It's an interesting point. Why do they stop the game for a semi-blavkout (that wad still very well lit), but nitthe fog bowl or snow?
",3,3,3,2,2,2,3,2,2,2,3,1
548,548,"Which one of you?  Which one of you?  Which one ofyou going home with Moody
",3,4,2,2,4,3,2,4,2,4,3,2,"Which one of y'all.. which one of y'all? Which one ofy'all going home with Moody?!
",3,4,2,2,4,2,2,4,3,3,4,2
549,549,"no, but I've always liked the phrase \""Act like you know what you're doing, until you do know what you are doing\"". There hasgot to be a middle ground
",3,4,3,3,2,3,2,2,2,4,2,2,"no, but i've always liked the phrase ""fake it till you make it"". There'sgotta be a middle ground.
",3,4,2,3,3,2,2,3,3,3,3,3
550,550,"I was the opposite. I got three episodes in before I realized the girl’s apartment was outside Dionysus. Good show.
",3,2,4,4,1,3,1,1,2,4,2,1,"I was the opposite. I got 3 episodes in before I realized the gitls aptwas outside dionysus. Good show.
",2,2,4,3,1,1,3,1,3,2,4,4
551,551,"I went to go for a run, and went right back inside. Not because of the rain, but because of the wind
",3,2,3,3,2,2,2,1,2,3,3,3,"I went to go run and went right back inside. Not because ofthe rain but the wind.
",3,2,3,3,2,3,1,1,2,4,2,3
552,552,"Hi Tweety Birds, the Nazarene MBC Youth had an awesome musical last night! You should go!God bless you
",3,3,4,4,1,3,1,1,2,4,2,2,"Hi my Tweety Birds, Nazarene mbc Youth were Awesome last nite at there midnite musical,Go ya'll&God bless u:-) :-) :-)
",2,4,3,3,1,1,4,2,3,2,5,4
553,553,"If you go out to watch the movie, Snitch, starring The RockThen you're a rat
",3,2,4,3,2,3,1,2,2,4,2,2,"If You Go See That Movie Snitch With The Roc InIt You A MF SNITCH!!!!!!!
",2,4,1,1,5,1,4,5,4,2,5,2
554,554,"They think they are about to stay up all night long.I bet they will be asleep within the next ten minutes.
",3,2,4,3,2,3,1,2,2,4,2,2,"* mfs talmbout they about to pull an allnighter knowing they finna besleep in 10 minutes .
",3,2,2,1,3,1,3,4,2,2,4,2
555,555,"Anyone who would act like that is not a nice person. They are fake.I don't care if they know I said that.
",3,4,3,2,3,3,1,3,2,3,2,1,"Anybody who did is a bitch nigga for being fake tellem I said that lls
",2,5,1,1,5,1,3,5,3,2,5,1
556,556,"I will do anything for the people I consider my best friends. Some of them are Brudda, Diary, my other half, and even more. I have room for more.I'd love for you to join my team as soon as posssible
",3,3,4,4,2,3,2,2,2,4,2,2,"I RIDE FOR ANY NIGGAH I CALL BEST FRIEND . BRUDDA . DIARY . OTHA HALF . ETC . IF U AINT ONE OF DEM I THINK U NEED TO GETON MY TEAM ASAP RNS
",2,5,1,1,5,1,3,5,3,2,5,2
557,557,"I hope she screenshot everything because like I said I was just playing the role.
",3,3,3,2,3,2,2,3,3,3,3,2,"I hope she screenshot everything because like I said I wasjust playing the role
",3,3,3,2,3,2,2,3,3,3,3,2
558,558,"Why do black people think you will remember a person if you say their name twice? \""You remember Johnny?\"". No, just black people do.
",2,1,2,1,4,1,1,5,4,3,4,1,"Why do black people think you'll remember a person if they say a name twice? ""You rememberJohnny?"" ""No just black people
",2,1,2,1,4,1,1,5,4,3,5,1
559,559,"So, Bob, are you with that shit? I am laughing like shit! If you fuck with bony-back-ass Lesha beforeyou fuck with me, then respect
",3,4,1,1,5,2,2,5,2,3,4,2,"Soo bob are you with that shit? Lls! You fuck with Boney back ass Iesha beforeyou fuck with me? Respect
",2,4,1,1,5,1,3,5,2,2,5,4
560,560,"I want to lick you from your head to your toes.  But I'm lying. I hate feet, so I'll lick from your head to you know where
",3,3,3,2,3,2,2,4,3,4,4,1,"I wanna lick you from your head to your toes but I'm lying I hate feet so I'll lick fromyour head to you know
",2,3,3,2,3,1,4,4,3,2,5,3
561,561,"I need to wake up and go to church so I can ask for forgiveness.I need forgiveness for everything I did last night.
",3,4,4,4,1,3,1,1,2,4,2,2,"Had to get up and go to Church, gotta get all the sinningfrom last night off lol
",2,3,2,2,1,2,2,3,3,2,4,3
562,562,"I can't believe that we had such a big lead, but let them come backlike this. The Ravens need to do better
",3,3,3,3,2,3,1,1,2,3,2,1,"Omg we had them beat an we let them come backlike this come on ravens
",2,4,1,2,4,1,4,3,3,2,4,1
563,563,"Really...? You are giving a blowjob like that? Shaking my head, and I bet you still aren't getting thatretweet that you are craving for
",2,3,1,1,4,3,2,5,3,4,2,2,"really?... You dick sucking like that? Smh and I bet you still ain't get thatretweet you was craving for.
",2,3,1,1,4,2,3,5,3,3,4,2
564,564,"I have seen that bitch a handful of times. How does she know howI dress, for real? That's funny
",3,2,3,2,3,3,2,3,2,3,3,1,"I seen that bitch a handful of times how she know hoeI dress for real? Lls
",2,2,2,1,4,1,4,5,3,2,4,3
565,565,"Yeah, last year they had to drill up my nose and I hadblack eyes and so on.  It was unbelievable
",3,3,3,3,2,3,2,2,2,3,2,2,"yeah last year they have to drill up my nose and I will haveblack eyes and shit smh
",2,3,2,1,3,1,3,4,3,2,4,4
566,566,"Every high quality man knows if you want to have sex with a girl, You are going to dowhatever it takes to have sex with her
",2,5,2,1,4,3,1,5,3,4,2,1,"Every real nigga know if you tryna fuck a girl.. You gon do what yougotta do to fuck her
",2,5,2,1,4,2,2,5,3,3,4,1
567,567,"One day I was babysitting my little cousin and Jason played tug of war with her. She was stronger than he expected.
",4,3,3,4,2,4,1,1,2,4,2,2,"One day I was babysitting my Lil cousin and Jason was playing tug of war with her... Shewas stronger than he expected.....
",2,3,2,3,2,1,4,2,3,2,4,4
568,568,"Just saw a fellow African american with a cardboard license plate not even in the window of the carJust right in the car
",3,2,4,4,2,3,1,2,2,3,2,1,"Just scene a nigga with a cardboard license plate not even in the windowjust straight in the car
",2,2,1,1,4,1,2,5,3,2,4,1
569,569,"Taking vitamins to be natural... Obviously it's not natural if youare taking vitamins to get it
",3,3,3,3,2,3,2,2,3,3,3,3,"Taking vitamins to be natural.. Obviously it's not natural if youtaking vitamins to get it
",2,3,3,2,3,1,4,3,4,2,4,2
570,570,"One day only sale - everything is 50% off. Cover graphics, promotions, studio time, let me know what kind of quote you want!Send me a message to work out a deal
",4,3,4,4,2,4,2,2,2,4,2,2,"Today only everything half off COVER GRAPHICS.. PROMOTIONS ..STUDIO TIME .. For Pricing In YourDM Let's Make This Bread
",3,5,2,1,4,1,4,4,3,2,4,1
571,571,"I'm glad I rushed to the liquore store the day before my family came for Thanksgiving so that I am able to stand having themat my home throughout the day
",3,2,1,1,3,2,1,4,2,4,3,2,"Happy rushing to the liquor store the day before all your family shows up for thanksgiving so you can make itthrough the day day :-D
",3,4,3,4,1,3,1,1,2,4,2,2
572,572,"The Baltimore Orioles have won the game.  Lets see if they can continue the streak at homeover the next three games
",3,3,4,4,2,3,1,1,2,4,2,2,"The Birds get the W! Now let's see if we can do the same at homewith the next three games.
",3,4,3,3,3,2,2,2,3,3,4,3
573,573,"A white lady was literally leaning on the black postal lady. I’m shaking my head. I thoughtI had to record it.
",3,3,3,3,2,3,2,2,2,3,2,2,"White lady was straight leanin on the black postal lady smh thoughtI had to record it
",2,3,3,2,3,2,3,3,3,2,4,4
574,574,"I am about to go out and try to find some food and beverages. I wish I could meet you.I could go for a drink right now
",4,3,4,4,1,4,1,1,1,4,2,2,"at this rec looking for food n sips"" I wish Icould come out for sips
",2,3,3,2,1,1,4,2,3,2,4,3
575,575,"I am sipping now on my boo's cooking so I will tell you aboutSpecial Victims Unit. Go have fun, boo
",3,2,3,4,1,3,2,1,2,4,2,2,"I'm sippin now n my boo cookin so I will tell u aboutSVU go have fun boo
",2,2,3,3,1,1,4,2,3,2,4,4
576,576,"It amazes me how people won't even have a Twitter, but willknow everything that's going on
",4,2,3,4,2,4,1,2,2,4,2,2,"It amazes me how ppl won't even have a twitter but willknow everything that's going on!
",3,3,2,2,3,2,3,3,3,2,4,4
577,577,"Donte, Biggy Smalls, Chian, Faith Evans and me are the same.Lil Kim is better than that
",3,2,3,3,2,3,2,2,2,3,2,2,"Donte biggy smalls Chian faith Evans and I'm lil Kim ""Lil Kim got betta pussy
",2,4,1,1,4,1,1,5,3,2,5,2
578,578,"My day is going the opposite way. I just jumped out of the car with it in Drive
",3,2,2,3,2,3,1,1,3,4,2,1,"My day going the opposite way I just jumped out thecar with it in drive""
",2,2,2,2,2,1,4,1,4,2,4,3
579,579,"Big ones too.\"" So, you think you are better than me, huh! I'mcoming through, shining, on you all
",3,4,1,1,4,3,1,4,2,4,2,1,"big ones too"" so u think u better then me huh! I'mcome through shining on y'all
",2,4,1,1,4,1,4,4,3,2,4,4
580,580,"If you start to feel stressed out in your chest, thinking that youare about to lose, it's true
",4,4,3,3,2,4,2,2,2,4,2,2,"If you get to feeling stressed up in your chest thinking youabout to lose! It's true
",3,4,2,2,3,2,4,3,3,2,4,3
581,581,"If I don't like you then that says a lot about you! Because I get along with everyone.
",3,3,3,3,3,2,1,3,2,4,3,1,"If I don't like you then that's says a lot about you! CauseI get alone with everybody
",2,3,2,2,3,2,3,4,3,2,4,2
582,582,"No, you should only need a wash and a style and it should beplenty! Do you like it
",3,3,4,4,2,3,2,2,2,4,2,2,"no u should only need a wash & style and it should bemuch! Do u like it?
",2,3,3,2,3,1,4,4,3,2,4,3
583,583,"I want to try a milkshake  so bad, but too scared I'm going to be addicted to yesgod.  They are the devil
",3,2,3,3,2,2,2,2,3,3,3,2,"I wanna try a caramel frappe so bad, scared imma be addicted too"" yessgawd!! They are the devil
",3,2,3,2,2,2,2,2,3,3,3,2
584,584,"If you think I was upset when I heard about that other girlI already knew about it
",3,3,4,3,2,3,1,2,2,3,2,2,"If you think I caught a feelin' when I heard about that other chickI already knew about it!
",2,4,2,1,4,1,2,4,3,2,4,3
585,585,"I just needed time to clear my mind and ask myself “why didn’t I handle him”? “why didn’t I handle him”?
",3,4,2,2,4,2,2,3,2,3,3,1,"I just needed time just to clear my mind and ask myselfWhy I didnt handle him?
",2,3,3,3,3,3,1,2,1,4,2,2
586,586,"Why are social network men so messy, I'm laughing.\"" They are oldclowns with something to prove
",3,2,3,3,2,3,2,2,2,3,2,2,"Y are social network niggaz so messy lol "" they oldclowns with something to prove
",2,4,1,1,5,1,4,5,4,2,5,2
587,587,"Unless we know them, these women owe us nothing other than that it'sYOUR man that is wrong. Right
",3,4,3,3,3,3,2,3,3,3,3,1,"These females owe us no loyalty unless we kno them other then that it'sYOUR MAN THATS WRONG Right
",2,4,3,2,4,2,3,4,4,2,4,1
588,588,"My boyfriend has been spending time with another girl and she's taking him away from me. He is mine and I'm not threatened by her
",3,3,4,3,2,3,1,2,2,4,2,1,"Well my boyfriend girlfriend has been takin him away from me ""no minessssher lil ugly ass ""
",2,4,1,1,5,1,4,5,3,2,5,1
589,589,"Mike just bit me in the face and is acting really goofy. I asked him to come and pick up his son. He said he is on his way.
",3,3,4,4,2,3,1,2,2,4,2,2,"Mike just bit me in the face, he acting real goofy""o yea tell him come get his son ""ard he said he coming
",2,3,3,1,3,1,4,4,4,2,4,3
590,590,"Am I the only one who wants to see The Hunger Gams?  No,I do.  It looks good
",4,2,3,4,1,4,1,1,1,4,1,1,"Am I the only 1 that wants to see the hunger games""noI do"" it looks good
",2,2,3,2,1,1,4,2,3,2,4,4
591,591,"I don't like carrying an umbrella. This rain is cold
",3,2,4,3,1,3,1,1,2,4,2,3,"I don't like carrying umbrellas I rather just ... But this rain cold !out there !"" Yes gawd
",2,3,1,1,3,1,4,3,3,2,4,3
592,592,"\""That rain is very inconvenient.\""  Yes, it is.  \""I just wish it would stop.\""You aren't the only one
",3,2,4,4,1,3,1,1,2,4,2,2,"That Rain In Da Fuccin Way"" yes it is"" I Just Wish It Stop""u ain't the only 1
",2,3,1,1,4,1,4,4,3,2,4,3
593,593,"You didn't even say hi to me.  Dead fucking last I know a man's a little busy.I've come to pass through
",3,3,2,1,4,2,2,4,3,3,3,3,"You didn't even holla at a real nigga ....dfl"" I know mannn a lil busy !! LolI'm come pass tomar though!
",2,3,3,1,3,1,4,4,3,2,5,3
594,594,"I really do not know how to lie. I always get caught up in it or I tell on myself.Man, I am working on it.
",3,4,3,3,2,2,2,2,2,3,4,2,"I really don't know how to lie"" I always get caught up or tell on myself""man I'm working on it
",3,4,3,3,2,2,2,2,2,3,4,2
595,595,"If something happens to me, I just want to say that my life has been threatened.It has happened a few times this month
",3,3,2,3,2,2,2,2,2,3,3,2,"I just want to say that if something happens to me, know that my life has beenthreatened several times this month.
",4,3,3,4,2,3,1,1,1,4,2,1
596,596,"He has all his weapons now.  The bye week is over.  Tom Brady, #12,and also the Patriots defense
",3,3,3,3,2,3,1,1,2,4,2,1,"he has all his weapons now, the bye week is over. TB12and also the pats D.
",2,4,3,2,3,2,3,2,3,2,4,3
597,597,"I just saw an Andre Williams highlight from a different game. How is he different from hiscontemporaries? Please tell me, sir
",3,2,4,4,2,3,1,1,2,3,2,3,"just saw a Andre Williams highlight from different game. How is he different from hiscontemporaries? Please school me sir.
",3,4,2,2,4,2,2,4,2,2,4,1
